SURVEY_OPS,image_key,ranSel_key,CONCEPT,Count,INDEX_RECORDED_TIMESTAMP,SVY_OPS,Transect Priority,NEW priority,MapLoc,Target RANSMPL (1/10),KF_USBL_LON,KF_USBL_LAT,Z,CONCEPT - OLD (note this was extract with some QC already done) - filling on Photos,SubstConc (17-7-19),IMAGE_NO,KEY_1,QUAD-Size,RANSEL_NO,RAN_SEL_STAT,"Selection round (1 orig sel, 2 replacement)",SelNo-NS replaced,COMMENTS,Dens
IN2018_V06_128,128_0131,128_022,Black & Octocorals,33,10/12/2018 5:49,IN2018_V06_128,1b,1b,Punch's Hill,22,147.1875823,-44.18555286,994.8,Coral rubble,Coral rubble,131,128_0131,13.88902333,22,QT,1,22,NA,2.375977001112864
IN2018_V06_133,133_0033,133_012,No-VMEfauna,0,10/12/2018 17:55,IN2018_V06_133,2,2,slope,63,147.332183,-44.08900098,795.475,Rock,Rock,33,133_0033,3.801661546,12,QT,1,12,NA,0
IN2018_V06_133,133_0364,133_037,No-VMEfauna,0,10/12/2018 18:24,IN2018_V06_133,2,2,slope,63,147.3245036,-44.0976291,986.271875,Pebble - gravel,Pebble - gravel,364,133_0364,2.668573815,37,QT,1,37,NA,0
IN2018_V06_129,129_0135,129_026,Unstalked crinoids,1,10/12/2018 7:50,IN2018_V06_129,2,2,slope,62,147.2331103,-44.12983249,952.84,cobble - boulder,cobble - boulder,135,129_0135,5.397732183,26,QT,1,26,NA,0.18526298936236052
IN2018_V06_129,129_0135,129_026,Black & Octocorals,5,10/12/2018 7:50,IN2018_V06_129,2,2,slope,62,147.2331103,-44.12983249,952.84,cobble - boulder,cobble - boulder,135,129_0135,5.397732183,26,QT,1,26,NA,0.9263149468118026
IN2018_V06_129,129_0135,129_026,Sponges,4,10/12/2018 7:50,IN2018_V06_129,2,2,slope,62,147.2331103,-44.12983249,952.84,cobble - boulder,cobble - boulder,135,129_0135,5.397732183,26,QT,1,26,NA,0.7410519574494421
IN2018_V06_129,129_0135,129_026,Hydrocorals,1,10/12/2018 7:50,IN2018_V06_129,2,2,slope,62,147.2331103,-44.12983249,952.84,cobble - boulder,cobble - boulder,135,129_0135,5.397732183,26,QT,1,26,NA,0.18526298936236052
IN2018_V06_122,122_0213,122_020,Hydrocorals,1,9/12/2018 15:23,IN2018_V06_122,1,1,z103,64,147.1517028,-44.40736585,1663.89,Rock,Rock,213,122_0213,4.439019182,20,QT,1,20,NA,0.22527498958665235
IN2018_V06_122,122_0213,122_020,Unstalked crinoids,1,9/12/2018 15:23,IN2018_V06_122,1,1,z103,64,147.1517028,-44.40736585,1663.89,Rock,Rock,213,122_0213,4.439019182,20,QT,1,20,NA,0.22527498958665235
IN2018_V06_185,185_0295,185_057,Sponges,7,17/12/2018 8:31,IN2018_V06_185,1b,1b,St Helens,71,148.7526757,-41.23717175,830.125,Rock,Rock,295,185_0295,2.349012957,NA,QT-2,2,57,MG-Q,2.97997504830281
IN2018_V06_185,185_0295,185_057,Hydrocorals,1,17/12/2018 8:31,IN2018_V06_185,1b,1b,St Helens,71,148.7526757,-41.23717175,830.125,Rock,Rock,295,185_0295,2.349012957,NA,QT-2,2,57,MG-Q,0.42571072118611564
IN2018_V06_084,084_0153,084_026,Hydrocorals,1,5/12/2018 23:09,IN2018_V06_084,1b,1b,Main Matt,81,146.1949839,-44.21775891,794.6309524,Coral rubble,Coral rubble,153,084_0153,6.863697858,26,QT,1,26,NA,0.1456940589006912
IN2018_V06_084,084_0153,084_026,Sponges,5,5/12/2018 23:09,IN2018_V06_084,1b,1b,Main Matt,81,146.1949839,-44.21775891,794.6309524,Coral rubble,Coral rubble,153,084_0153,6.863697858,26,QT,1,26,NA,0.728470294503456
IN2018_V06_042,042_0670,042_045,Sponges,1,28/11/2018 16:59,IN2018_V06_042,fished,1c,Sisters,81,147.2633709,-44.26414159,1320.24,Rock,Rock,670,042_0670,2.424812667,45,QT,1,45,NA,0.4124029924493957
IN2018_V06_042,042_0670,042_045,Solenosmilia matrix,10,28/11/2018 16:59,IN2018_V06_042,fished,1c,Sisters,81,147.2633709,-44.26414159,1320.24,Rock,Rock,670,042_0670,2.424812667,45,QT,1,45,NA,4.124029924493957
IN2018_V06_042,042_0670,042_045,Regular urchins,4,28/11/2018 16:59,IN2018_V06_042,fished,1c,Sisters,81,147.2633709,-44.26414159,1320.24,Rock,Rock,670,042_0670,2.424812667,45,QT,1,45,NA,1.6496119697975828
IN2018_V06_042,042_0670,042_045,Hydrocorals,1,28/11/2018 16:59,IN2018_V06_042,fished,1c,Sisters,81,147.2633709,-44.26414159,1320.24,Rock,Rock,670,042_0670,2.424812667,45,QT,1,45,NA,0.4124029924493957
IN2018_V06_089,089_0313,089_144,No-VMEfauna,0,6/12/2018 10:30,IN2018_V06_089,1b,1b,Main Matt,69,146.1990793,-44.20836379,913.4125,Rock,Rock,313,089_0313,5.34324491,144,QT-2,2,16,NA,0
IN2018_V06_174,174_0236,174_041,Black & Octocorals,11,16/12/2018 6:11,IN2018_V06_174,1b,1b,St Helens,77,148.7632104,-41.22371673,806.9,Rock,Rock,236,174_0236,6.734180701,NA,QT-2,2,41,NA,1.6334578010902712
IN2018_V06_174,174_0236,174_041,Sponges,12,16/12/2018 6:11,IN2018_V06_174,1b,1b,St Helens,77,148.7632104,-41.22371673,806.9,Rock,Rock,236,174_0236,6.734180701,NA,QT-2,2,41,NA,1.7819539648257503
IN2018_V06_174,174_0236,174_041,Stalked crinoids,1,16/12/2018 6:11,IN2018_V06_174,1b,1b,St Helens,77,148.7632104,-41.22371673,806.9,Rock,Rock,236,174_0236,6.734180701,NA,QT-2,2,41,NA,0.1484961637354792
IN2018_V06_098,098_0086,098_017,Sponges,16,7/12/2018 7:58,IN2018_V06_098,1,1,z110,74,146.1926251,-44.26598231,1325.95,Coral reef substrate,Coral reef substrate,86,098_0086,4.526703036,17,QT,1,17,NA,3.5345813217158435
IN2018_V06_098,098_0086,098_017,S.variabilis,3,7/12/2018 7:58,IN2018_V06_098,1,1,z110,74,146.1926251,-44.26598231,1325.95,Coral reef substrate,Coral reef substrate,86,098_0086,4.526703036,17,QT,1,17,NA,0.6627339978217206
IN2018_V06_098,098_0086,098_017,Stalked crinoids,1,7/12/2018 7:58,IN2018_V06_098,1,1,z110,74,146.1926251,-44.26598231,1325.95,Coral reef substrate,Coral reef substrate,86,098_0086,4.526703036,17,QT,1,17,NA,0.22091133260724022
IN2018_V06_098,098_0086,098_017,Black & Octocorals,5,7/12/2018 7:58,IN2018_V06_098,1,1,z110,74,146.1926251,-44.26598231,1325.95,Coral reef substrate,Coral reef substrate,86,098_0086,4.526703036,17,QT,1,17,NA,1.1045566630362011
IN2018_V06_098,098_0086,098_017,Hydrocorals,1,7/12/2018 7:58,IN2018_V06_098,1,1,z110,74,146.1926251,-44.26598231,1325.95,Coral reef substrate,Coral reef substrate,86,098_0086,4.526703036,17,QT,1,17,NA,0.22091133260724022
IN2018_V06_098,098_0086,098_017,Solenosmilia matrix,100,7/12/2018 7:58,IN2018_V06_098,1,1,z110,74,146.1926251,-44.26598231,1325.95,Coral reef substrate,Coral reef substrate,86,098_0086,4.526703036,17,QT,1,17,NA,22.09113326072402
IN2018_V06_098,098_0086,098_017,Unstalked crinoids,3,7/12/2018 7:58,IN2018_V06_098,1,1,z110,74,146.1926251,-44.26598231,1325.95,Coral reef substrate,Coral reef substrate,86,098_0086,4.526703036,17,QT,1,17,NA,0.6627339978217206
IN2018_V06_106,106_0561,106_047,Stalked crinoids,3,8/12/2018 8:21,IN2018_V06_106,3,5,slope,61,146.7579802,-44.12978018,682.9648148,Rock,Rock,561,106_0561,11.69433441,47,QT,1,47,NA,0.25653448027231507
IN2018_V06_106,106_0561,106_047,Hydrocorals,1,8/12/2018 8:21,IN2018_V06_106,3,5,slope,61,146.7579802,-44.12978018,682.9648148,Rock,Rock,561,106_0561,11.69433441,47,QT,1,47,NA,0.08551149342410502
IN2018_V06_106,106_0561,106_047,Unstalked crinoids,26,8/12/2018 8:21,IN2018_V06_106,3,5,slope,61,146.7579802,-44.12978018,682.9648148,Rock,Rock,561,106_0561,11.69433441,47,QT,1,47,NA,2.2232988290267306
IN2018_V06_176,176_0453,176_042,Hydrocorals,1,16/12/2018 10:12,IN2018_V06_176,1b,1b,St Helens,66,148.7438039,-41.22911159,935.3266667,Pebble - gravel,Rock,453,176_0453,4.007783783,NA,QT-2,2,42,NA,0.24951445840011277
IN2018_V06_167,167_0261,167_020,No-VMEfauna,0,14/12/2018 18:20,IN2018_V06_167,1b,1b,Punch's Hill,51,147.199088,-44.18933059,1041.61,Rock,Coral rubble,261,167_0261,2.885676818,20,QT,1,20,NA,0
IN2018_V06_091,091_0596,091_194,No-VMEfauna,0,6/12/2018 16:31,IN2018_V06_091,1b,1b,Main Matt,95,146.199736,-44.20171108,1053.68125,Pebble - gravel,Pebble - gravel,596,091_0596,2.973196696,194,QT-2,2,66,NA,0
IN2018_V06_091,091_0767,091_048,Hydrocorals,1,6/12/2018 16:46,IN2018_V06_091,1b,1b,Main Matt,95,146.2014629,-44.19782701,1110.1625,Rock,Rock,767,091_0767,5.026075256,48,QT,1,48,NA,0.19896240089247083
IN2018_V06_091,091_0767,091_048,Black & Octocorals,2,6/12/2018 16:46,IN2018_V06_091,1b,1b,Main Matt,95,146.2014629,-44.19782701,1110.1625,Rock,Rock,767,091_0767,5.026075256,48,QT,1,48,NA,0.39792480178494166
IN2018_V06_177,177_0304,177_017,Sponges,1,16/12/2018 12:41,IN2018_V06_177,1b,1b,St Helens,68,148.7570284,-41.2222701,815.4266667,Pebble - gravel,Coral rubble,304,177_0304,2.650344928,17,QT,1,17,NA,0.37730937940769044
IN2018_V06_060,060_0223,060_013,Sponges,6,1/12/2018 5:35,IN2018_V06_060,1,1,Little Sister (z56),38,147.2098524,-44.25135991,1283.207143,Coral rubble,Coral rubble,223,060_0223,4.819346481,13,QT,1,13,NA,1.2449820787226358
IN2018_V06_060,060_0223,060_013,Unstalked crinoids,2,1/12/2018 5:35,IN2018_V06_060,1,1,Little Sister (z56),38,147.2098524,-44.25135991,1283.207143,Coral rubble,Coral rubble,223,060_0223,4.819346481,13,QT,1,13,NA,0.4149940262408786
IN2018_V06_060,060_0223,060_013,S.variabilis,2,1/12/2018 5:35,IN2018_V06_060,1,1,Little Sister (z56),38,147.2098524,-44.25135991,1283.207143,Coral rubble,Coral rubble,223,060_0223,4.819346481,13,QT,1,13,NA,0.4149940262408786
IN2018_V06_060,060_0223,060_013,Solenosmilia matrix,10,1/12/2018 5:35,IN2018_V06_060,1,1,Little Sister (z56),38,147.2098524,-44.25135991,1283.207143,Coral rubble,Coral rubble,223,060_0223,4.819346481,13,QT,1,13,NA,2.074970131204393
IN2018_V06_060,060_0223,060_013,Black & Octocorals,7,1/12/2018 5:35,IN2018_V06_060,1,1,Little Sister (z56),38,147.2098524,-44.25135991,1283.207143,Coral rubble,Coral rubble,223,060_0223,4.819346481,13,QT,1,13,NA,1.452479091843075
IN2018_V06_060,060_0223,060_013,Hydrocorals,1,1/12/2018 5:35,IN2018_V06_060,1,1,Little Sister (z56),38,147.2098524,-44.25135991,1283.207143,Coral rubble,Coral rubble,223,060_0223,4.819346481,13,QT,1,13,NA,0.2074970131204393
IN2018_V06_179,179_0514,179_058,No-VMEfauna,0,16/12/2018 17:23,IN2018_V06_179,1b,1b,St Helens,70,148.7448305,-41.22335328,949.415,Pebble - gravel,Pebble - gravel,514,179_0514,3.393203464,NA,QT-2,2,58,MG-Q,0
IN2018_V06_056,056_0069,056_102,No-VMEfauna,0,30/11/2018 19:11,IN2018_V06_056,fished,1c,Sisters,70,147.2479657,-44.27688719,907.4,Coral rubble,Coral rubble,69,056_0069,12.00148535,102,QT-2,2,38,NA,0
IN2018_V06_186,186_0128,186_060,True anemones: Fourlobed,6,17/12/2018 14:17,IN2018_V06_186,1b,1b,St Helens,66,148.7648748,-41.22999848,708.035,camera off bottom,Coral rubble,128,186_0128,7.230651086,60,QT,1,60,MG-Q,0.8298007922989412
IN2018_V06_186,186_0128,186_060,Stalked crinoids,1,17/12/2018 14:17,IN2018_V06_186,1b,1b,St Helens,66,148.7648748,-41.22999848,708.035,camera off bottom,Coral rubble,128,186_0128,7.230651086,60,QT,1,60,MG-Q,0.13830013204982355
IN2018_V06_186,186_0128,186_060,Black & Octocorals,1,17/12/2018 14:17,IN2018_V06_186,1b,1b,St Helens,66,148.7648748,-41.22999848,708.035,camera off bottom,Coral rubble,128,186_0128,7.230651086,60,QT,1,60,MG-Q,0.13830013204982355
IN2018_V06_186,186_0128,186_060,D.horridus,1,17/12/2018 14:17,IN2018_V06_186,1b,1b,St Helens,66,148.7648748,-41.22999848,708.035,camera off bottom,Coral rubble,128,186_0128,7.230651086,60,QT,1,60,MG-Q,0.13830013204982355
IN2018_V06_099,099_0255,099_040,Hydrocorals,1,7/12/2018 12:17,IN2018_V06_099,2,2,slope,76,146.4512909,-44.28781091,1493.057143,Rock,Rock,255,099_0255,1.96336144,40,QT,1,40,NA,0.509330569311782
IN2018_V06_099,099_0255,099_040,D.horridus,2,7/12/2018 12:17,IN2018_V06_099,2,2,slope,76,146.4512909,-44.28781091,1493.057143,Rock,Rock,255,099_0255,1.96336144,40,QT,1,40,NA,1.018661138623564
IN2018_V06_099,099_0255,099_040,Regular urchins,3,7/12/2018 12:17,IN2018_V06_099,2,2,slope,76,146.4512909,-44.28781091,1493.057143,Rock,Rock,255,099_0255,1.96336144,40,QT,1,40,NA,1.527991707935346
IN2018_V06_099,099_0255,099_040,Sponges,1,7/12/2018 12:17,IN2018_V06_099,2,2,slope,76,146.4512909,-44.28781091,1493.057143,Rock,Rock,255,099_0255,1.96336144,40,QT,1,40,NA,0.509330569311782
IN2018_V06_040,040_0303,040_049,Sponges,13,28/11/2018 10:12,IN2018_V06_040,fished,1c,Pedra,80,147.0894131,-44.2582479,918.0666667,Rock,Rock,303,040_0303,6.52105682,49,QT,1,49,NA,1.9935418995475032
IN2018_V06_040,040_0303,040_049,Hydrocorals,1,28/11/2018 10:12,IN2018_V06_040,fished,1c,Pedra,80,147.0894131,-44.2582479,918.0666667,Rock,Rock,303,040_0303,6.52105682,49,QT,1,49,NA,0.15334937688826947
IN2018_V06_040,040_0303,040_049,Black & Octocorals,1,28/11/2018 10:12,IN2018_V06_040,fished,1c,Pedra,80,147.0894131,-44.2582479,918.0666667,Rock,Rock,303,040_0303,6.52105682,49,QT,1,49,NA,0.15334937688826947
IN2018_V06_145,145_0613,145_068,Black & Octocorals,1,12/12/2018 4:15,IN2018_V06_145,2,2,z77,70,147.4016629,-44.25076868,1585.6,Sand - mud (<2mm),Sand - mud (<2mm),613,145_0613,2.56855754,68,QT,1,68,NA,0.3893235734170082
IN2018_V06_145,145_0613,145_068,Regular urchins,4,12/12/2018 4:15,IN2018_V06_145,2,2,z77,70,147.4016629,-44.25076868,1585.6,Sand - mud (<2mm),Sand - mud (<2mm),613,145_0613,2.56855754,68,QT,1,68,NA,1.5572942936680327
IN2018_V06_064,064_0331,064_044,Regular urchins,2,1/12/2018 16:09,IN2018_V06_064,1a,1a,z16,37,147.0583844,-44.29524486,1457.555,Pebble - gravel,Pebble - gravel,331,064_0331,5.086391622,44,QT-2,2,28,NA,0.3932060581708783
IN2018_V06_095,095_0364,095_116,Sponges,1,7/12/2018 1:31,IN2018_V06_095,1,1,z99,66,146.2270075,-44.26276803,1508.76,Sand - mud (<2mm),Sand - mud (<2mm),364,095_0364,3.704269924,116,QT-2,2,52,NA,0.26995872884991196
IN2018_V06_095,095_0364,095_116,Unstalked crinoids,1,7/12/2018 1:31,IN2018_V06_095,1,1,z99,66,146.2270075,-44.26276803,1508.76,Sand - mud (<2mm),Sand - mud (<2mm),364,095_0364,3.704269924,116,QT-2,2,52,NA,0.26995872884991196
IN2018_V06_095,095_0364,095_116,Regular urchins,1,7/12/2018 1:31,IN2018_V06_095,1,1,z99,66,146.2270075,-44.26276803,1508.76,Sand - mud (<2mm),Sand - mud (<2mm),364,095_0364,3.704269924,116,QT-2,2,52,NA,0.26995872884991196
IN2018_V06_097,097_0361,097_047,Regular urchins,1,7/12/2018 5:23,IN2018_V06_097,1b,1b,Main Matt,64,146.1612639,-44.21369489,1073.9125,Rock,Rock,361,097_0361,2.896398938,47,QT,1,47,NA,0.3452563066780133
IN2018_V06_185,185_0448,185_040,Sponges,1,17/12/2018 8:44,IN2018_V06_185,1b,1b,St Helens,71,148.7501183,-41.24008662,959.8742857,Pebble - gravel,Pebble - gravel,448,185_0448,1.539450637,NA,QT-2,2,40,MG-Q,0.6495823743648884
IN2018_V06_168,168_0342,168_068,Regular urchins,1,14/12/2018 20:31,IN2018_V06_168,1b,1b,z4,37,147.2456832,-44.21100104,1254.86,Rock,Coral rubble,342,168_0342,2.943036319,68,QT-2,2,4,NA,0.3397851373916395
IN2018_V06_185,185_0557,185_054,Sponges,1,17/12/2018 8:53,IN2018_V06_185,1b,1b,St Helens,71,148.7488832,-41.24253917,979.45,cobble - boulder,cobble - boulder,557,185_0557,3.882933306,54,QT,1,54,MG-Q,0.2575372588694162
IN2018_V06_185,185_0557,185_054,Unstalked crinoids,1,17/12/2018 8:53,IN2018_V06_185,1b,1b,St Helens,71,148.7488832,-41.24253917,979.45,cobble - boulder,cobble - boulder,557,185_0557,3.882933306,54,QT,1,54,MG-Q,0.2575372588694162
IN2018_V06_185,185_0557,185_054,Hydrocorals,1,17/12/2018 8:53,IN2018_V06_185,1b,1b,St Helens,71,148.7488832,-41.24253917,979.45,cobble - boulder,cobble - boulder,557,185_0557,3.882933306,54,QT,1,54,MG-Q,0.2575372588694162
IN2018_V06_166,166_0334,166_076,No-VMEfauna,0,14/12/2018 15:28,IN2018_V06_166,1,1,z8,70,147.2961284,-44.20164257,1385.04,Pebble - gravel,Pebble - gravel,334,166_0334,4.051488635,76,QT,1,76,NA,0
IN2018_V06_062,062_0355,062_012,Regular urchins,1,1/12/2018 11:14,IN2018_V06_062,1a,1a,z16,39,147.0665887,-44.28181574,1403.757143,Coral rubble,Coral rubble,355,062_0355,7.506575275,12,QT,1,12,NA,0.1332165419469533
IN2018_V06_062,062_0355,062_012,D.horridus,1,1/12/2018 11:14,IN2018_V06_062,1a,1a,z16,39,147.0665887,-44.28181574,1403.757143,Coral rubble,Coral rubble,355,062_0355,7.506575275,12,QT,1,12,NA,0.1332165419469533
IN2018_V06_062,062_0355,062_012,Hydrocorals,1,1/12/2018 11:14,IN2018_V06_062,1a,1a,z16,39,147.0665887,-44.28181574,1403.757143,Coral rubble,Coral rubble,355,062_0355,7.506575275,12,QT,1,12,NA,0.1332165419469533
IN2018_V06_025,025_0066,025_032,Hydrocorals,1,26/11/2018 10:05,IN2018_V06_025,fished,1c,Pedra,63,147.0992726,-44.25735746,777.02,Rock,Rock,66,025_0066,6.059666566,32,QT,1,32,NA,0.16502558170623938
IN2018_V06_025,025_0066,025_032,Sponges,1,26/11/2018 10:05,IN2018_V06_025,fished,1c,Pedra,63,147.0992726,-44.25735746,777.02,Rock,Rock,66,025_0066,6.059666566,32,QT,1,32,NA,0.16502558170623938
IN2018_V06_042,042_0180,042_030,Black & Octocorals,129,28/11/2018 16:17,IN2018_V06_042,fished,1c,Sisters,81,147.2538474,-44.27300571,1029.4875,Rock,Rock,180,042_0180,4.409563211,30,QT,1,30,NA,29.254598205599915
IN2018_V06_042,042_0180,042_030,Sponges,4,28/11/2018 16:17,IN2018_V06_042,fished,1c,Sisters,81,147.2538474,-44.27300571,1029.4875,Rock,Rock,180,042_0180,4.409563211,30,QT,1,30,NA,0.9071193242046485
IN2018_V06_091,091_0516,091_014,Black & Octocorals,3,6/12/2018 16:25,IN2018_V06_091,1b,1b,Main Matt,95,146.1989349,-44.2035534,1016.644444,Rock,Rock,516,091_0516,5.580551058,14,QT,1,14,NA,0.5375813192676285
IN2018_V06_091,091_0516,091_014,Hydrocorals,1,6/12/2018 16:25,IN2018_V06_091,1b,1b,Main Matt,95,146.1989349,-44.2035534,1016.644444,Rock,Rock,516,091_0516,5.580551058,14,QT,1,14,NA,0.1791937730892095
IN2018_V06_051,051_0503,051_022,No-VMEfauna,0,30/11/2018 3:07,IN2018_V06_051,1,1,Hill K1,80,147.3982726,-44.29430626,1651.11,Sand - mud (<2mm),Sand - mud (<2mm),503,051_0503,10.00682118,22,QT,1,22,NA,0
IN2018_V06_055,055_0594,055_088,No-VMEfauna,0,30/11/2018 16:54,IN2018_V06_055,1,1,Hill K1,60,147.3742114,-44.30340791,1897.25625,Sand - mud (<2mm),Sand - mud (<2mm),594,055_0594,7.9454643129999996,88,QT-2,2,24,NA,0
IN2018_V06_186,186_0563,186_043,No-VMEfauna,0,17/12/2018 14:54,IN2018_V06_186,1b,1b,St Helens,66,148.781134,-41.23167384,1060.26,Sand - mud (<2mm),Sand - mud (<2mm),563,186_0563,5.408006062,43,QT,1,43,MG-Q,0
IN2018_V06_108,108_0033,108_046,Hydrocorals,1,8/12/2018 10:02,IN2018_V06_108,2,4,slope,59,146.76976,-44.1466691,613.2,Rock,Rock,33,108_0033,4.700427794,46,QT,1,46,NA,0.21274659325189071
IN2018_V06_155,155_0181,155_059,No-VMEfauna,0,13/12/2018 6:55,IN2018_V06_155,1b,1b,Punch's Hill,30,147.1924881,-44.18670672,964.6428571,Coral rubble,Coral rubble,181,155_0181,7.940571682,59,QT,1,59,NA,0
IN2018_V06_185,185_0012,185_003,Sponges,1,17/12/2018 8:07,IN2018_V06_185,1b,1b,St Helens,71,148.758894,-41.23026232,601.9542857,Pebble - gravel,Coral rubble,12,185_0012,1.483302332,3,QT,1,3,MG-Q,0.6741713934014094
IN2018_V06_186,186_0060,186_008,No-VMEfauna,0,17/12/2018 14:11,IN2018_V06_186,1b,1b,St Helens,66,148.7621769,-41.23009778,623.805,camera off bottom,Coral rubble,60,186_0060,2.595904215,NA,QT-2,2,8,MG-Q,0
IN2018_V06_182,182_0617,182_040,No-VMEfauna,0,17/12/2018 1:35,IN2018_V06_182,1b,1b,St Helens,66,148.7387721,-41.23609498,937.26,Pebble - gravel,Pebble - gravel,617,182_0617,6.114121656,40,QT,1,40,MG-Q,0
IN2018_V06_182,182_0009,182_049,No-VMEfauna,0,17/12/2018 0:43,IN2018_V06_182,1b,1b,St Helens,66,148.7601968,-41.230362649999996,588.7333333,Pebble - gravel,Rock,9,182_0009,3.04921444,49,QT,1,49,MG-Q,0
IN2018_V06_128,128_0209,128_044,No-VMEfauna,0,10/12/2018 5:56,IN2018_V06_128,1b,1b,Punch's Hill,22,147.1874429,-44.18365168,1102.373333,Coral rubble,Coral rubble,209,128_0209,3.680638413,44,QT-2,2,12,NA,0
IN2018_V06_095,095_0401,095_028,Sponges,1,7/12/2018 1:35,IN2018_V06_095,1,1,z99,66,146.2261002,-44.26195601,1503.633333,Sand - mud (<2mm),Sand - mud (<2mm),401,095_0401,2.552118076,28,QT,1,28,NA,0.3918314005154987
IN2018_V06_092,092_0096,092_059,Hydrocorals,1,6/12/2018 19:08,IN2018_V06_092,1b,1b,Main Matt,66,146.1875123,-44.21377126,745.625,Coral rubble,Coral rubble,96,092_0096,5.535841949,59,QT,1,59,NA,0.18064099539197304
IN2018_V06_092,092_0096,092_059,Sponges,4,6/12/2018 19:08,IN2018_V06_092,1b,1b,Main Matt,66,146.1875123,-44.21377126,745.625,Coral rubble,Coral rubble,96,092_0096,5.535841949,59,QT,1,59,NA,0.7225639815678921
IN2018_V06_172,172_0726,172_066,Sponges,3,16/12/2018 1:49,IN2018_V06_172,1b,1b,St Helens,79,148.7787713,-41.24028951,1064.898,Rock,Rock,726,172_0726,4.066179492,66,QT,1,66,NA,0.7377933034934504
IN2018_V06_172,172_0726,172_066,Hydrocorals,1,16/12/2018 1:49,IN2018_V06_172,1b,1b,St Helens,79,148.7787713,-41.24028951,1064.898,Rock,Rock,726,172_0726,4.066179492,66,QT,1,66,NA,0.24593110116448347
IN2018_V06_172,172_0726,172_066,Black & Octocorals,1,16/12/2018 1:49,IN2018_V06_172,1b,1b,St Helens,79,148.7787713,-41.24028951,1064.898,Rock,Rock,726,172_0726,4.066179492,66,QT,1,66,NA,0.24593110116448347
IN2018_V06_054,054_0406,054_072,Sponges,14,30/11/2018 14:00,IN2018_V06_054,1,1,Hill K1,48,147.3770303,-44.28610821,1696.9,Sand - mud (<2mm),Sand - mud (<2mm),406,054_0406,4.9522182279999996,72,QT-2,2,8,NA,2.8270159664700465
IN2018_V06_054,054_0406,054_072,Regular urchins,3,30/11/2018 14:00,IN2018_V06_054,1,1,Hill K1,48,147.3770303,-44.28610821,1696.9,Sand - mud (<2mm),Sand - mud (<2mm),406,054_0406,4.9522182279999996,72,QT-2,2,8,NA,0.6057891356721529
IN2018_V06_092,092_0060,092_127,Sponges,8,6/12/2018 19:05,IN2018_V06_092,1b,1b,Main Matt,66,146.1885972,-44.21445583,708.1777778,Rock,Coral rubble,60,092_0060,11.45917959,127,QT-2,2,47,NA,0.6981302576827841
IN2018_V06_092,092_0060,092_127,Hydrocorals,1,6/12/2018 19:05,IN2018_V06_092,1b,1b,Main Matt,66,146.1885972,-44.21445583,708.1777778,Rock,Coral rubble,60,092_0060,11.45917959,127,QT-2,2,47,NA,0.08726628221034802
IN2018_V06_145,145_0365,145_094,Regular urchins,3,12/12/2018 3:54,IN2018_V06_145,2,2,z77,70,147.3966678,-44.25637644,1585.9625,Sand - mud (<2mm),Sand - mud (<2mm),365,145_0365,2.57442025,94,QT-2,2,30,NA,1.165310908349171
IN2018_V06_084,084_0392,084_076,No-VMEfauna,0,5/12/2018 23:30,IN2018_V06_084,1b,1b,Main Matt,81,146.2000378,-44.22183522,959.7571429,Pebble - gravel,Pebble - gravel,392,084_0392,6.337247377,76,QT,1,76,NA,0
IN2018_V06_056,056_0422,056_039,Hydrocorals,1,30/11/2018 19:41,IN2018_V06_056,fished,1c,Sisters,70,147.2399423,-44.2845072,1253,Rock,Rock,422,056_0422,9.375629661,39,QT,1,39,NA,0.10665950300487237
IN2018_V06_108,108_0024,108_014,Hydrocorals,1,8/12/2018 10:02,IN2018_V06_108,2,4,slope,59,146.7698791,-44.146357449999996,616.5,Rock,Rock,24,108_0024,2.368237832,14,QT,1,14,NA,0.4222548877852737
IN2018_V06_051,051_0553,051_030,No-VMEfauna,0,30/11/2018 3:12,IN2018_V06_051,1,1,Hill K1,80,147.3993469,-44.29445892,1659.66,Sand - mud (<2mm),Sand - mud (<2mm),553,051_0553,9.019744818,30,QT,1,30,NA,0
IN2018_V06_052,052_0151,052_017,Sponges,6,30/11/2018 6:38,IN2018_V06_052,1,1,Hill K1,48,147.3858925,-44.29572915,1421.88,Coral rubble,Coral rubble,151,052_0151,9.117790907,17,QT,1,17,NA,0.6580541340768871
IN2018_V06_052,052_0151,052_017,Hydrocorals,1,30/11/2018 6:38,IN2018_V06_052,1,1,Hill K1,48,147.3858925,-44.29572915,1421.88,Coral rubble,Coral rubble,151,052_0151,9.117790907,17,QT,1,17,NA,0.10967568901281452
IN2018_V06_131,131_0112,131_017,Sponges,3,10/12/2018 12:15,IN2018_V06_131,4 - fished?,4,Andy's,33,146.9790603,-44.19460871,761.38,Rock,Rock,112,131_0112,3.578672661,17,QT,1,17,NA,0.8382996390515639
IN2018_V06_131,131_0112,131_017,Hydrocorals,1,10/12/2018 12:15,IN2018_V06_131,4 - fished?,4,Andy's,33,146.9790603,-44.19460871,761.38,Rock,Rock,112,131_0112,3.578672661,17,QT,1,17,NA,0.279433213017188
IN2018_V06_131,131_0112,131_017,Black & Octocorals,1,10/12/2018 12:15,IN2018_V06_131,4 - fished?,4,Andy's,33,146.9790603,-44.19460871,761.38,Rock,Rock,112,131_0112,3.578672661,17,QT,1,17,NA,0.279433213017188
